,price_numeric,Height,Width,Uniqueness,gender_guessed,gallery,painting,is_signed,age,years_selling,location,image_path
1296,2308.0,37.8,37.8,Unique,unknown,gallery,other,signed,9.0,12.0,France,images_thesis\2231143_1_m.jpg
2612,1215.0,27.6,35.4,Unique,unknown,gallery,acrylic,signed,1.0,3.0,other,images_thesis\2286341_1_m.jpg
550,607.0,19.7,19.7,Unique,male,gallery,other,signed,2.0,1.0,Ukraine,images_thesis\2296404_1_m.jpg
14287,3549.0,43.3,35.4,Unique,male,gallery,oil,signed,1.0,1.0,other,images_thesis\2312971_1_m.jpg
1323,1579.0,25.6,19.7,Unique,male,gallery,acrylic,signed,1.0,9.0,France,images_thesis\2255857_1_m.jpg
15422,3000.0,48.0,36.0,Unique,unknown,gallery,other,signed,3.0,6.0,United States,images_thesis\1675098_1_m.jpg
3629,1400.0,27.6,19.7,Unique,female,gallery,oil,signed,3.0,1.0,United States,images_thesis\2301688_1_m.jpg
20185,4500.0,24.0,16.0,Unique,male,gallery,oil,signed,49.0,9.0,United States,images_thesis\1368636_1_m.jpg
16900,2773.0,41.3,61.0,Unique,male,independent,acrylic,signed,5.0,3.0,other,images_thesis\2232722_1_m.jpg
6263,3795.0,21.5,25.6,Unique,male,gallery,oil,signed,111.0,6.0,other,images_thesis\896508_1_m.jpg
2694,2429.0,11.8,30.3,Unique,male,gallery,oil,signed,8.0,2.0,other,images_thesis\1775481_1_m.jpg
10584,607.0,25.6,19.7,Unique,female,gallery,acrylic,signed,0.0,3.0,France,images_thesis\2296196_1_m.jpg
14699,2426.0,16.0,20.0,Unique,female,gallery,acrylic,signed,2.0,10.0,United States,images_thesis\2313132_1_m.jpg
12968,1090.0,15.7,11.8,Unique,male,independent,other,signed,3.0,6.0,other,images_thesis\2296181_1_m.jpg
865,4336.0,30.0,22.0,Unique,female,gallery,other,signed,2.0,10.0,United States,images_thesis\2155398_1_m.jpg
19129,765.0,14.0,11.0,Unique,male,gallery,acrylic,signed,2.0,3.0,United States,images_thesis\2185377_1_m.jpg
12549,1215.0,19.7,27.6,Unique,female,gallery,other,signed,30.0,3.0,other,images_thesis\2295569_1_m.jpg
8476,1215.0,19.7,19.7,Unique,female,independent,oil,signed,10.0,3.0,other,images_thesis\2148719_1_m.jpg
19758,799.0,18.1,24.0,Unique,male,gallery,other,signed,1.0,8.0,France,images_thesis\2266551_1_m.jpg
12814,3037.0,31.5,55.1,Unique,unknown,gallery,acrylic,signed,2.0,3.0,other,images_thesis\2284321_1_m.jpg
4217,911.0,17.7,15.0,Unique,male,gallery,acrylic,signed,5.0,12.0,France,images_thesis\814452_1_m.jpg
3121,13118.0,57.5,44.9,Unique,male,gallery,other,signed,25.0,11.0,France,images_thesis\2293419_1_m.jpg
9487,2577.0,35.4,70.9,Unique,male,independent,acrylic,signed,3.0,3.0,other,images_thesis\1779966_1_m.jpg
12005,668.0,23.6,23.6,Unique,male,independent,other,signed,0.0,1.0,other,images_thesis\2324435_1_m.jpg
13503,2301.0,23.6,23.6,Unique,male,gallery,oil,signed,15.0,10.0,France,images_thesis\1699431_1_m.jpg
355,2041.0,23.6,23.6,Unique,unknown,independent,oil,signed,1.0,1.0,other,images_thesis\2283716_1_m.jpg
20636,3512.0,39.4,31.9,Unique,female,gallery,other,signed,1.0,9.0,France,images_thesis\2248596_1_m.jpg
11423,850.0,19.7,19.7,Unique,female,gallery,acrylic,signed,1.0,3.0,other,images_thesis\2265403_1_m.jpg
18954,1500.0,27.6,23.6,Unique,unknown,gallery,oil,signed,1.0,2.0,other,images_thesis\2281621_1_m.jpg
5883,1275.0,24.4,27.6,Unique,male,gallery,oil,signed,12.0,5.0,other,images_thesis\1885764_1_m.jpg
4039,2672.0,39.4,31.5,Unique,male,gallery,acrylic,signed,10.0,11.0,France,images_thesis\1742952_1_m.jpg
5498,8138.0,38.2,65.7,Unique,unknown,gallery,other,signed,11.0,10.0,other,images_thesis\280375_1_m.jpg
10402,1700.0,35.8,52.0,Unique,male,gallery,other,signed,1.0,10.0,other,images_thesis\2175506_1_m.jpg
15924,1587.0,31.5,31.5,Unique,female,independent,other,signed,0.0,5.0,other,images_thesis\2290182_1_m.jpg
8588,2090.0,39.4,39.4,Unique,male,independent,acrylic,signed,3.0,3.0,other,images_thesis\1637157_1_m.jpg
2846,1093.0,44.1,26.4,Copy,unknown,gallery,other,signed,5.0,9.0,France,images_thesis\717177_1_m.jpg
18999,1151.0,31.7,23.6,Unique,female,gallery,oil,signed,1.0,10.0,France,images_thesis\2233149_1_m.jpg
101,990.0,28.0,22.0,Unique,male,gallery,acrylic,signed,9.0,5.0,other,images_thesis\1637907_1_m.jpg
12210,850.0,23.6,23.6,Unique,female,gallery,acrylic,signed,1.0,3.0,Ukraine,images_thesis\2297700_1_m.jpg
5705,6073.0,47.2,26.4,Unique,male,gallery,oil,signed,2.0,10.0,France,images_thesis\2131180_1_m.jpg
1075,346.0,11.7,8.3,Unique,male,gallery,other,signed,4.0,1.0,France,images_thesis\2234378_1_m.jpg
6593,45000.0,98.43,70.87,Unique,male,gallery,oil,signed,12.0,6.0,United States,images_thesis\841605_1_m.jpg
2009,2186.0,23.6,28.7,Unique,male,gallery,oil,signed,5.0,9.0,Spain,images_thesis\756180_1_m.jpg
1171,1458.0,8.0,12.0,Unique,female,gallery,acrylic,signed,4.0,4.0,United States,images_thesis\1266789_1_m.jpg
2603,729.0,13.0,13.0,Unique,male,gallery,acrylic,signed,14.0,9.0,Spain,images_thesis\241489_1_m.jpg
12580,612.0,23.6,31.5,Unique,female,independent,acrylic,signed,3.0,4.0,France,images_thesis\2329206_1_m.jpg
17552,357.0,7.9,11.0,Unique,male,gallery,other,signed,1.0,1.0,Ukraine,images_thesis\2301403_1_m.jpg
10131,103.0,11.8,15.7,Unique,male,independent,other,signed,0.0,7.0,France,images_thesis\2286555_1_m.jpg
5468,1576.0,25.8,32.1,Unique,male,gallery,oil,signed,62.0,6.0,other,images_thesis\685443_1_m.jpg
13618,2119.0,13.8,13.8,Unique,unknown,gallery,other,signed,1.0,4.0,United States,images_thesis\2280605_1_m.jpg
17654,2398.0,35.4,35.4,Unique,unknown,gallery,acrylic,signed,1.0,8.0,France,images_thesis\2288780_1_m.jpg
17340,1260.0,21.3,23.6,Unique,unknown,gallery,acrylic,signed,1.0,1.0,France,images_thesis\2264500_1_m.jpg
18254,3391.0,45.7,31.9,Unique,female,gallery,acrylic,signed,1.0,9.0,France,images_thesis\2255457_1_m.jpg
15816,727.0,11.0,8.1,Unique,female,independent,other,signed,3.0,4.0,France,images_thesis\1687107_1_m.jpg
11096,2186.0,39.4,39.4,Unique,female,gallery,other,signed,18.0,10.0,France,images_thesis\202195_1_m.jpg
19945,2846.0,33.5,45.3,Unique,unknown,gallery,acrylic,signed,3.0,2.0,other,images_thesis\2274118_1_m.jpg
18795,606.0,24.0,18.9,Unique,male,gallery,other,signed,31.0,9.0,Spain,images_thesis\1056918_1_m.jpg
3693,850.0,28.7,36.2,Unique,female,gallery,other,signed,16.0,9.0,France,images_thesis\512789_1_m.jpg
13414,2271.0,36.2,25.6,Unique,female,gallery,other,signed,1.0,7.0,France,images_thesis\2327251_1_m.jpg
431,3948.0,29.1,32.3,Unique,unknown,gallery,acrylic,signed,9.0,4.0,other,images_thesis\1348065_1_m.jpg
8832,4251.0,47.2,47.2,Unique,female,gallery,acrylic,signed,1.0,4.0,other,images_thesis\2289583_1_m.jpg
17546,3550.0,43.3,35.4,Unique,male,gallery,acrylic,signed,1.0,3.0,United States,images_thesis\2308278_1_m.jpg
7320,6073.0,31.5,23.6,Unique,female,independent,oil,signed,13.0,6.0,other,images_thesis\623220_1_m.jpg
18255,2761.0,31.5,31.5,Unique,female,gallery,other,signed,2.0,2.0,other,images_thesis\2254064_1_m.jpg
16313,702.0,23.6,31.5,Unique,unknown,gallery,oil,signed,10.0,1.0,Ukraine,images_thesis\2280458_1_m.jpg
8413,972.0,47.2,33.1,Unique,male,gallery,other,signed,7.0,10.0,other,images_thesis\375222_1_m.jpg
19893,2059.0,31.5,51.2,Unique,male,independent,oil,signed,7.0,5.0,other,images_thesis\768588_1_m.jpg
8463,972.0,31.5,39.4,Unique,male,gallery,other,signed,0.0,9.0,France,images_thesis\2322196_1_m.jpg
16446,27250.0,37.0,52.4,Unique,male,independent,other,signed,1.0,5.0,other,images_thesis\2269559_1_m.jpg
17848,1453.0,42.1,39.8,Unique,female,gallery,other,signed,0.0,10.0,other,images_thesis\2301779_1_m.jpg
19522,1332.0,27.6,27.6,Unique,male,independent,oil,signed,1.0,1.0,other,images_thesis\2221444_1_m.jpg
10868,30366.0,16.9,11.8,Unique,male,gallery,other,signed,29.0,10.0,other,images_thesis\2296018_1_m.jpg
3293,1900.0,18.0,24.0,Unique,unknown,gallery,acrylic,signed,3.0,3.0,United States,images_thesis\1875288_1_m.jpg
17675,182.0,9.8,9.8,Unique,male,independent,other,signed,7.0,6.0,France,images_thesis\2243777_1_m.jpg
19215,3391.0,31.5,31.5,Unique,female,gallery,other,signed,7.0,7.0,other,images_thesis\1272822_1_m.jpg
10700,2247.0,27.6,27.6,Unique,male,gallery,oil,signed,1.0,2.0,other,images_thesis\2261580_1_m.jpg
10065,2672.0,49.2,49.2,Unique,female,gallery,acrylic,signed,0.0,3.0,other,images_thesis\2295036_1_m.jpg
1459,364.0,13.8,8.7,Unique,unknown,independent,oil,signed,7.0,4.0,France,images_thesis\1741131_1_m.jpg
12561,729.0,31.5,31.5,Unique,male,gallery,other,signed,4.0,10.0,France,images_thesis\2263456_1_m.jpg
11977,2758.0,30.0,30.0,Unique,unknown,gallery,oil,signed,1.0,3.0,France,images_thesis\2279911_1_m.jpg
9548,607.0,29.9,22.0,Unique,female,gallery,oil,signed,7.0,4.0,France,images_thesis\2286383_1_m.jpg
9515,10046.0,84.6,86.6,Unique,male,gallery,acrylic,signed,3.0,2.0,other,images_thesis\2173638_1_m.jpg
3791,880.0,18.0,14.0,Unique,female,gallery,oil,signed,2.0,3.0,United States,images_thesis\2225658_1_m.jpg
18589,1780.0,27.6,19.7,Unique,female,gallery,other,signed,0.0,8.0,France,images_thesis\2323223_1_m.jpg
18823,1453.0,23.6,23.6,Unique,unknown,gallery,acrylic,signed,0.0,3.0,Ukraine,images_thesis\2328966_1_m.jpg
11197,836.0,16.0,12.0,Unique,male,gallery,acrylic,signed,13.0,10.0,United States,images_thesis\644511_1_m.jpg
14230,182.0,11.8,11.8,Unique,male,independent,other,signed,4.0,7.0,France,images_thesis\2135445_1_m.jpg
3555,950.0,19.0,33.0,Unique,female,gallery,other,signed,24.0,4.0,other,images_thesis\2243554_1_m.jpg
9916,1154.0,23.6,23.6,Unique,unknown,gallery,oil,signed,5.0,10.0,France,images_thesis\1488801_1_m.jpg
13814,896.0,27.6,35.4,Unique,male,gallery,oil,signed,7.0,1.0,Ukraine,images_thesis\2256363_1_m.jpg
20874,824.0,47.2,27.6,Unique,female,independent,other,signed,1.0,4.0,Ukraine,images_thesis\2173913_1_m.jpg
4539,2077.0,16.5,23.4,Unique,male,gallery,other,not signed,1.0,4.0,Spain,images_thesis\2316130_1_m.jpg
20294,266.0,9.8,11.8,Unique,unknown,gallery,oil,signed,0.0,1.0,Ukraine,images_thesis\2326272_1_m.jpg
11965,1190.0,23.4,16.5,Unique,male,gallery,other,signed,0.0,8.0,France,images_thesis\2286749_1_m.jpg
16023,4239.0,48.0,29.9,Unique,unknown,independent,other,signed,3.0,2.0,France,images_thesis\1936230_1_m.jpg
16623,3064.0,44.5,59.1,Unique,male,independent,other,signed,0.0,5.0,other,images_thesis\2295347_1_m.jpg
4983,3644.0,25.6,39.4,Unique,male,gallery,oil,signed,5.0,10.0,France,images_thesis\743529_1_m.jpg
7048,3037.0,25.6,31.9,Unique,male,gallery,other,signed,9.0,9.0,Spain,images_thesis\118744_1_m.jpg
6611,5563.0,39.4,39.4,Unique,unknown,gallery,oil,signed,1.0,8.0,Spain,images_thesis\2217388_1_m.jpg
18221,3004.0,28.7,42.5,Unique,unknown,gallery,other,signed,6.0,8.0,France,images_thesis\2283842_1_m.jpg
9378,1822.0,31.5,23.6,Unique,female,independent,other,signed,0.0,3.0,other,images_thesis\2298119_1_m.jpg
12953,1800.0,35.4,19.7,Unique,unknown,gallery,oil,signed,0.0,1.0,Ukraine,images_thesis\2325984_1_m.jpg
20173,727.0,7.9,7.9,Unique,female,gallery,other,signed,4.0,3.0,United States,images_thesis\1647618_1_m.jpg
16173,969.0,19.7,15.7,Unique,unknown,gallery,oil,signed,1.0,8.0,other,images_thesis\2221817_1_m.jpg
16434,400.0,13.25,9.25,Unique,male,independent,other,signed,11.0,6.0,United States,images_thesis\2300452_1_m.jpg
2929,1490.0,30.0,40.0,Unique,female,gallery,acrylic,signed,1.0,3.0,other,images_thesis\2306458_1_m.jpg
3151,4500.0,40.9,24.4,Unique,female,gallery,other,signed,2.0,2.0,other,images_thesis\2322437_1_m.jpg
14446,22405.0,45.7,31.9,Unique,unknown,gallery,other,signed,0.0,3.0,Spain,images_thesis\2332704_1_m.jpg
2783,1313.0,31.5,23.6,Unique,male,independent,other,signed,3.0,3.0,other,images_thesis\1635312_1_m.jpg
2792,615.0,9.4,11.8,Unique,unknown,gallery,oil,signed,1.0,3.0,France,images_thesis\2308336_1_m.jpg
8713,486.0,13.8,10.6,Unique,unknown,gallery,acrylic,signed,3.0,3.0,France,images_thesis\2324977_1_m.jpg
11480,2490.0,17.9,20.9,Unique,unknown,gallery,oil,signed,4.0,10.0,other,images_thesis\1594230_1_m.jpg
7707,972.0,41.3,16.5,Unique,male,gallery,oil,signed,11.0,8.0,France,images_thesis\836046_1_m.jpg
7072,1822.0,11.7,8.3,Unique,female,gallery,other,signed,1.0,1.0,Spain,images_thesis\2251886_1_m.jpg
432,5466.0,25.6,19.7,Unique,male,gallery,oil,signed,6.0,10.0,France,images_thesis\1245726_1_m.jpg
15520,2786.0,24.0,18.1,Unique,male,gallery,other,signed,4.0,4.0,Spain,images_thesis\2323050_1_m.jpg
20517,1272.0,15.7,15.7,Unique,unknown,gallery,oil,not signed,5.0,3.0,Ukraine,images_thesis\1770276_1_m.jpg
5712,3200.0,48.0,36.0,Unique,unknown,gallery,acrylic,signed,3.0,3.0,other,images_thesis\1737687_1_m.jpg
10659,607.0,15.7,19.7,Unique,male,independent,other,signed,0.0,1.0,other,images_thesis\2300576_1_m.jpg
9996,2186.0,31.5,50.4,Unique,female,independent,oil,signed,4.0,6.0,other,images_thesis\1309914_1_m.jpg
4148,632.0,9.4,20.5,Unique,male,gallery,other,signed,2.0,5.0,other,images_thesis\2267416_1_m.jpg
1586,741.0,27.6,19.7,Unique,female,gallery,oil,signed,1.0,1.0,France,images_thesis\2233183_1_m.jpg
7643,813.0,19.7,19.7,Unique,male,independent,acrylic,signed,1.0,5.0,other,images_thesis\2199041_1_m.jpg
17023,23840.0,74.8,122.0,Unique,female,gallery,other,signed,0.0,10.0,other,images_thesis\2330129_1_m.jpg
19948,666.0,15.7,19.7,Unique,male,independent,other,signed,1.0,1.0,other,images_thesis\2273374_1_m.jpg
14959,1090.0,23.6,23.6,Unique,unknown,gallery,other,signed,0.0,4.0,France,images_thesis\2309028_1_m.jpg
20248,320.0,19.7,15.7,Unique,male,gallery,oil,signed,0.0,2.0,other,images_thesis\2324462_1_m.jpg
9571,3583.0,54.3,36.6,Unique,male,independent,other,signed,6.0,5.0,Spain,images_thesis\1203828_1_m.jpg
9189,972.0,39.4,31.9,Unique,male,gallery,other,signed,6.0,10.0,France,images_thesis\706872_1_m.jpg
2717,850.0,16.0,12.0,Unique,female,gallery,oil,signed,4.0,3.0,United States,images_thesis\2185283_1_m.jpg
15471,969.0,23.6,19.7,Unique,male,gallery,other,signed,4.0,11.0,France,images_thesis\1266615_1_m.jpg
5984,6680.0,19.7,19.7,Unique,female,gallery,other,signed,5.0,7.0,France,images_thesis\985107_1_m.jpg
5346,3522.0,23.6,19.7,Unique,male,gallery,oil,signed,25.0,9.0,Spain,images_thesis\2328650_1_m.jpg
163,14575.0,28.0,20.9,Unique,male,gallery,other,signed,1.0,3.0,France,images_thesis\2327727_1_m.jpg
6899,2672.0,39.4,39.4,Unique,male,gallery,other,signed,3.0,2.0,France,images_thesis\2234834_1_m.jpg
10248,972.0,23.6,23.6,Unique,unknown,gallery,other,signed,1.0,4.0,France,images_thesis\2284528_1_m.jpg
18666,606.0,26.0,21.7,Unique,female,gallery,oil,signed,4.0,9.0,Spain,images_thesis\2255113_1_m.jpg
10676,729.0,23.6,23.6,Unique,male,independent,other,signed,1.0,1.0,other,images_thesis\2292422_1_m.jpg
17611,369.0,9.1,11.9,Unique,male,gallery,oil,signed,1.0,1.0,Ukraine,images_thesis\2297747_1_m.jpg
19785,902.0,23.6,19.7,Unique,male,independent,other,signed,1.0,1.0,other,images_thesis\2259278_1_m.jpg
11449,2854.0,39.4,55.1,Unique,female,independent,acrylic,signed,2.0,3.0,other,images_thesis\2165991_1_m.jpg
6586,120.0,11.8,11.8,Unique,male,gallery,other,signed,7.0,10.0,France,images_thesis\375570_1_m.jpg
6069,4251.0,39.4,27.6,Unique,female,gallery,acrylic,signed,7.0,10.0,France,images_thesis\515684_1_m.jpg
18566,2362.0,39.4,39.4,Unique,male,independent,other,signed,10.0,6.0,France,images_thesis\619044_1_m.jpg
3039,1000.0,13.8,10.6,Unique,unknown,gallery,other,signed,4.0,6.0,United States,images_thesis\1306827_1_m.jpg
3290,2429.0,19.7,15.7,Unique,male,gallery,oil,signed,2.0,10.0,other,images_thesis\2165363_1_m.jpg
11404,607.0,25.6,19.7,Unique,female,gallery,acrylic,signed,0.0,3.0,France,images_thesis\2317797_1_m.jpg
14804,775.0,19.7,19.7,Unique,unknown,gallery,other,signed,10.0,1.0,Ukraine,images_thesis\2262135_1_m.jpg
16826,381.0,8.0,11.0,Unique,male,gallery,oil,signed,1.0,1.0,Ukraine,images_thesis\2297647_1_m.jpg
20042,908.0,23.6,19.7,Unique,male,independent,other,signed,4.0,1.0,other,images_thesis\2237436_1_m.jpg
357,911.0,12.0,16.0,Unique,unknown,gallery,acrylic,signed,3.0,4.0,Spain,images_thesis\2227907_1_m.jpg
12854,3028.0,24.4,24.4,Unique,female,gallery,oil,signed,3.0,9.0,Spain,images_thesis\2319721_1_m.jpg
12272,231.0,6.0,3.0,Unique,female,independent,other,signed,0.0,3.0,France,images_thesis\2327829_1_m.jpg
8165,2075.0,41.7,41.7,Unique,male,gallery,other,signed,1.0,2.0,other,images_thesis\2253311_1_m.jpg
1712,340.0,13.0,9.4,Unique,female,gallery,oil,signed,0.0,3.0,France,images_thesis\2334675_1_m.jpg
15807,2301.0,31.5,31.5,Unique,male,gallery,other,signed,2.0,9.0,France,images_thesis\1999599_1_m.jpg
11254,607.0,27.6,19.7,Unique,female,gallery,other,signed,1.0,4.0,France,images_thesis\2231022_1_m.jpg
16355,1090.0,15.7,15.7,Unique,male,gallery,other,signed,2.0,9.0,France,images_thesis\2152922_1_m.jpg
5462,4737.0,39.4,39.4,Unique,female,gallery,acrylic,signed,4.0,4.0,Spain,images_thesis\1555542_1_m.jpg
2613,2672.0,23.6,23.6,Unique,male,gallery,other,signed,2.0,7.0,France,images_thesis\2283469_1_m.jpg
15004,654.0,35.4,27.6,Unique,male,gallery,other,signed,6.0,1.0,Ukraine,images_thesis\2255628_1_m.jpg
9517,729.0,7.75,7.75,Unique,unknown,gallery,other,signed,5.0,4.0,United States,images_thesis\1775070_1_m.jpg
8727,2308.0,7.9,31.5,Copy,unknown,gallery,acrylic,signed,5.0,4.0,France,images_thesis\2296077_1_m.jpg
8797,504.0,18.9,23.2,Unique,male,gallery,other,signed,5.0,2.0,other,images_thesis\2312909_1_m.jpg
7963,1215.0,31.9,45.7,Unique,male,gallery,acrylic,signed,0.0,9.0,France,images_thesis\2295294_1_m.jpg
10062,364.0,19.7,19.7,Unique,male,gallery,acrylic,signed,2.0,9.0,France,images_thesis\2297175_1_m.jpg
8751,2647.0,59.1,39.4,Unique,male,independent,acrylic,signed,1.0,3.0,other,images_thesis\2229424_1_m.jpg
2105,680.0,15.7,15.7,Unique,female,gallery,other,signed,3.0,8.0,France,images_thesis\2328658_1_m.jpg
3310,2259.0,19.7,19.7,Unique,male,gallery,acrylic,signed,0.0,8.0,France,images_thesis\2311374_1_m.jpg
19803,1042.0,23.4,16.5,Unique,male,gallery,other,signed,2.0,8.0,France,images_thesis\2252434_1_m.jpg
2541,808.0,21.7,15.0,Unique,unknown,gallery,acrylic,signed,1.0,3.0,France,images_thesis\2214533_1_m.jpg
9874,522.0,15.7,15.7,Unique,female,gallery,acrylic,signed,4.0,5.0,other,images_thesis\986490_1_m.jpg
11718,260.0,15.2,17.8,Unique,female,gallery,acrylic,signed,5.0,3.0,other,images_thesis\1851894_1_m.jpg
6638,1336.0,31.9,25.6,Unique,male,gallery,other,signed,1.0,1.0,France,images_thesis\2249773_1_m.jpg
2087,750.0,20.0,16.0,Unique,female,gallery,oil,signed,1.0,3.0,United States,images_thesis\2278200_1_m.jpg
5796,205.0,16.5,11.8,Unique,unknown,gallery,other,signed,2.0,9.0,France,images_thesis\1797042_1_m.jpg
19159,3900.0,31.5,23.6,Unique,male,gallery,other,signed,40.0,4.0,other,images_thesis\1999092_1_m.jpg
12435,2186.0,31.5,39.4,Unique,unknown,gallery,other,signed,0.0,8.0,other,images_thesis\2327683_1_m.jpg
17722,4027.0,63.8,44.9,Unique,unknown,independent,other,signed,1.0,6.0,other,images_thesis\2137792_1_m.jpg
16074,5450.0,48.0,78.7,Unique,male,gallery,oil,signed,11.0,10.0,France,images_thesis\883359_1_m.jpg
8667,600.0,8.0,6.0,Unique,male,gallery,other,signed,7.0,6.0,United States,images_thesis\1367100_1_m.jpg
20885,901.0,11.8,9.4,Unique,female,gallery,other,signed,2.0,10.0,France,images_thesis\2153731_1_m.jpg
19564,3028.0,39.4,35.4,Unique,female,independent,other,signed,2.0,6.0,other,images_thesis\2153703_1_m.jpg
6790,729.0,13.8,10.6,Unique,unknown,independent,other,signed,5.0,5.0,France,images_thesis\902961_1_m.jpg
4281,1179.0,23.6,31.5,Unique,female,gallery,oil,signed,4.0,3.0,other,images_thesis\2073360_1_m.jpg
3033,868.0,12.2,8.3,Unique,unknown,gallery,other,signed,2.0,5.0,other,images_thesis\2128600_1_m.jpg
877,182.0,18.1,15.0,Unique,male,independent,other,signed,1.0,6.0,France,images_thesis\2255783_1_m.jpg
19851,3512.0,63.0,39.4,Unique,unknown,gallery,acrylic,signed,3.0,4.0,France,images_thesis\1763349_1_m.jpg
3947,1482.0,30.0,24.0,Unique,unknown,gallery,acrylic,signed,9.0,1.0,United States,images_thesis\2265785_1_m.jpg
18050,1199.0,19.7,19.7,Unique,unknown,gallery,other,signed,5.0,4.0,other,images_thesis\1423017_1_m.jpg
19249,1453.0,44.5,42.1,Unique,male,gallery,acrylic,signed,6.0,10.0,other,images_thesis\580602_1_m.jpg
4380,1943.0,39.4,39.4,Unique,unknown,gallery,acrylic,signed,1.0,5.0,other,images_thesis\2221207_1_m.jpg
4478,2733.0,47.2,39.4,Unique,male,gallery,other,signed,6.0,5.0,other,images_thesis\2266621_1_m.jpg
9267,2368.0,39.4,47.2,Unique,male,independent,acrylic,signed,4.0,3.0,other,images_thesis\1589472_1_m.jpg
13129,327.0,19.7,19.7,Unique,male,gallery,other,signed,0.0,9.0,France,images_thesis\2311333_1_m.jpg
13677,2059.0,23.6,15.7,Unique,male,gallery,other,signed,50.0,3.0,France,images_thesis\1511166_1_m.jpg
1140,2405.0,39.4,39.4,Unique,female,gallery,acrylic,signed,4.0,5.0,other,images_thesis\2232774_1_m.jpg
8926,668.0,25.6,19.7,Unique,female,gallery,other,signed,8.0,10.0,France,images_thesis\202177_1_m.jpg
18040,787.0,36.2,23.6,Unique,male,gallery,acrylic,signed,3.0,9.0,France,images_thesis\1622307_1_m.jpg
17355,1332.0,25.6,21.7,Unique,female,gallery,oil,signed,1.0,3.0,France,images_thesis\2208687_1_m.jpg
4093,2429.0,18.9,24.0,Unique,unknown,gallery,other,signed,9.0,9.0,Spain,images_thesis\365382_1_m.jpg
12911,606.0,16.3,11.6,Unique,female,independent,other,signed,1.0,1.0,France,images_thesis\2283517_1_m.jpg
10599,878.0,39.4,31.5,Unique,male,gallery,acrylic,signed,22.0,8.0,other,images_thesis\2214367_1_m.jpg
13584,727.0,19.7,26.4,Unique,male,gallery,oil,signed,12.0,1.0,Ukraine,images_thesis\2324216_1_m.jpg
18028,5250.0,35.0,45.7,Unique,male,independent,acrylic,signed,2.0,2.0,France,images_thesis\1992333_1_m.jpg
17337,2350.0,31.5,31.5,Unique,unknown,gallery,acrylic,signed,1.0,1.0,France,images_thesis\2267586_1_m.jpg
14457,1029.0,19.7,19.7,Unique,male,gallery,acrylic,signed,2.0,11.0,France,images_thesis\2329712_1_m.jpg
10715,2186.0,27.6,27.6,Unique,female,gallery,other,signed,3.0,8.0,France,images_thesis\2139463_1_m.jpg
372,1399.0,15.7,15.7,Unique,female,gallery,other,signed,11.0,10.0,other,images_thesis\566034_1_m.jpg
